
;side,
CreateMeshBuilder
settexturecoordinates,30,1,0.578947368,

settexturecoordinates,11,0,0.631578947,
settexturecoordinates,12,0,0.578947368,
settexturecoordinates,32,1,0.578947368,
settexturecoordinates,31,1,0.631578947,

settexturecoordinates,12,0,0.684210526,
settexturecoordinates,13,0,0.631578947,
settexturecoordinates,33,1,0.631578947,
settexturecoordinates,32,1,0.684210526,

settexturecoordinates,13,0,0.736842105,
settexturecoordinates,14,0,0.684210526,
settexturecoordinates,34,1,0.684210526,
settexturecoordinates,33,1,0.736842105,

settexturecoordinates,14,0,0.789473684,
settexturecoordinates,15,0,0.736842105,
settexturecoordinates,35,1,0.736842105,
settexturecoordinates,34,1,0.789473684,

settexturecoordinates,15,0,0.842105263,
settexturecoordinates,16,0,0.789473684,
settexturecoordinates,36,1,0.789473684,
settexturecoordinates,35,1,0.842105263,

settexturecoordinates,16,0,0.894736842,
settexturecoordinates,17,0,0.842105263,
settexturecoordinates,37,1,0.842105263,
settexturecoordinates,36,1,0.894736842,

settexturecoordinates,17,0,0.947368421,
settexturecoordinates,18,0,0.894736842,
settexturecoordinates,38,1,0.894736842,
settexturecoordinates,37,1,0.947368421,

settexturecoordinates,18,0,1,
settexturecoordinates,19,0,0.947368421,
settexturecoordinates,39,1,0.947368421,
settexturecoordinates,38,1,1,
